"TOA5","CR1000","CR1000","85255","CR1000.Std.31.03","CPU:L18038-ZJhangzhou20180603+G1.CR1","17749","BSRN1000_Day"
"2020-05-11 00:00:00",128,2.926,0.549,2.702,825,453.4,503.6,1.138,5.862,0,190.8,358.3,0.049,20.43,24.68,17.56,79.29,96.2,57.46,1008,1010,1005,23.53,38.45,17.81,21.25,27.64,17.62,22.88,37.05,16.84,20.93,26.97,17.53,23.84,43.33,15.32,1.788
"2020-05-12 00:00:00",129,6.038,3.075,3.545,1137,639.3,573.7,1.118,7.794,0,211.8,358.2,0.074,23.36,29.72,17.46,65.96,96.7,38.11,1007,1010,1004,29.49,54.07,16.66,24.83,34.45,17.37,28.76,53.65,15.67,24.19,33.04,17.17,29.87,62.5,13.7,6.888
"2020-05-13 00:00:00",130,8.12,8.39,1.247,1061,922,134.9,1.513,7.794,0,196.4,357,0.074,25.05,31.49,20.46,31.9,58.28,10.87,1008,1010,1006,32.7,60.6,17.8,26.53,37.18,20.25,31.74,57.59,16.81,25.89,34.49,20.08,32.56,64.21,13.59,11.3
"2020-05-14 00:00:00",131,7.367,6.137,2.276,992,765.3,274.7,1.528,9.23,0,153.4,356.6,0.074,24.44,31.36,17.97,47.38,69.58,20.67,1010,1013,1007,31.04,54.43,17.11,25.79,35.95,18.06,30.12,54.03,15.21,25.32,34.09,17.62,30.93,61.16,12.9,10.82
"2020-05-15 00:00:00",132,4.208,1.604,2.633,1071,636.7,591,1.206,8.2,0,176.7,356.6,0.123,26.07,31.83,21.55,41.25,73.81,27.15,1004,1008,999,29.92,55.48,19.94,26.72,35.3,21.88,29.7,55.63,19.48,26.41,34.64,21.52,30.71,63.81,16.79,3.611
"2020-05-16 00:00:00",133,3.303,0.349,3.024,1224,591.3,753.6,1.29,6.807,0,203.4,358,0.074,24.11,28.9,21.41,81.8,95.5,60.25,1001,1003,999,27.89,54.65,20.67,24.87,33.37,21,27.34,53.05,20.28,24.36,32.5,20.96,28.05,61.77,19.51,1.005
"2020-05-17 00:00:00",134,3.715,0.847,2.992,1316,694.8,651.2,1.203,7.259,0,184.8,358.3,0.074,25.84,30.13,22.5,79.22,98.5,57.6,1002,1004,1000,29.81,58.63,21.9,26.99,35.34,22.49,29.39,57.25,21.73,26.55,33.89,22.47,30.51,67.71,20.86,2.123
"2020-05-18 00:00:00",135,5.331,2.037,3.396,1228,695.3,624,1.312,6.684,0,182.5,358,0.074,27.38,32.45,23.39,72.6,92.9,49.08,998,1001,996,32.76,59.74,22.56,28.52,36.33,23.55,32.53,58.39,22.39,28.28,36.08,23.32,33.87,69.22,21.15,4.51
"2020-05-19 00:00:00",136,5.929,2.485,3.886,1011,541,565.3,2.067,12.56,0,229.8,357.8,0.123,26.37,30.27,21.96,52.46,85,24.9,998,1003,994,30.21,49.47,18.05,27.59,34.9,21.07,29.76,48.66,16.76,30.86,54.78,15.98,30.85,56.42,12.95,6.829
"2020-05-20 00:00:00",137,7.784,7.083,2.014,1053,822,397.3,1.526,7.054,0,193.4,356.5,0.074,24.13,31.22,17.15,35.56,69.69,15.7,1003,1005,1001,30.29,54.47,15.96,25.64,36.91,17.19,28.92,53.76,13.94,31.1,61.98,13.29,29.63,62.8,11.18,11.83
"2020-05-21 00:00:00",138,6.508,3.933,2.792,1033,713.1,529.4,1.734,10.22,0,154.8,356.3,0.049,24.65,32.72,17.66,44.67,69.18,21.63,1004,1006,1003,31.32,56.58,17.22,26.01,37.33,17.64,30.53,57.49,15.11,31.96,62.9,14.01,30.93,62.31,12.03,7.579
"2020-05-22 00:00:00",139,1.488,0.005,1.489,551.3,63.69,493.7,1.268,5.697,0,164.3,357.6,0.098,21.62,24.27,20.05,76.08,89.7,48.81,1005,1006,1003,22.58,31.93,20.04,21.82,24.03,19.36,22.04,30.41,19.39,22.18,33.05,19.27,21.72,34.11,18.57,0
"2020-05-23 00:00:00",140,3.975,0.316,3.73,1220,614,744.8,1.398,5.697,0,132.7,358,0.074,22.1,26.59,18,74.56,95.2,58.14,1004,1005,1002,26.66,46.96,18.85,23.04,30.81,18.22,26.46,46.34,18.18,27.16,50.92,18.1,27.4,55.96,17.58,0.703
"2020-05-24 00:00:00",141,6.326,3.003,4.119,1198,627.8,663.5,1.24,5.163,0,170.2,357.9,0.074,24.31,29.58,19.2,70.1,91.9,46.42,1003,1005,1001,30.78,57.93,18.76,25.87,35.32,19.17,29.9,56.95,17.55,31.72,64.71,16.9,31.44,66.34,15.5,7.54
"2020-05-25 00:00:00",142,6.411,4.555,2.594,962,670.7,456.9,1.574,9.6,0,179.3,357.9,0.074,26.34,34.35,20.29,67.36,92.5,30.62,1005,1008,1003,32.85,59.49,19.19,27.75,38.5,20.07,32.14,58.08,18.66,34,65.31,18.01,32.66,66.18,16.56,9.07
"2020-05-26 00:00:00",143,3.853,0.697,3.296,1039,428.5,729.8,1.696,8.25,0,196.8,358.2,0.074,23.87,28.9,18.14,73.52,97.1,47.51,1007,1008,1004,27.82,49.99,18.84,24.85,33.4,18.21,27.4,48.42,18.33,28.8,56.77,18.09,28.14,57.2,17.61,2.059
"2020-05-27 00:00:00",144,1.137,0.004,1.141,511.2,3.352,512.3,1.311,9.68,0,205.4,358.2,0.074,18.85,21.14,16.1,90.8,98.3,81.2,1006,1008,1003,20.29,29.83,16.61,19.16,22.79,16,19.83,30.13,16.4,20.05,33.4,16.16,19.71,34.87,15.82,0
"2020-05-28 00:00:00",145,4.985,0.501,4.604,1310,630.8,747,0.976,3.93,0,196.9,358.3,0.074,23.9,29.18,18.65,68.18,96,40.84,1006,1008,1005,29.79,53.81,18.42,25.03,33.57,18.57,28.98,52.8,17.3,29.85,57.38,17.16,30.14,61.24,15.84,1.289
"2020-05-29 00:00:00",146,3.193,0.075,3.153,1324,607.2,710,0.938,4.3,0,197.9,357.6,0.074,25.51,29.31,22.09,64.3,79.8,50.24,1006,1008,1005,28.65,48.14,20.44,26.1,32.1,21.76,28.23,46.45,20.19,28.78,50.87,19.64,28.67,55.93,18.27,0.135
"2020-05-30 00:00:00",147,1.547,0.004,1.555,344.5,15.27,347.3,1.425,11.25,0,166.9,358.2,0.074,21.98,26.31,17.8,80.4,95.7,49.69,1007,1009,1006,23.09,34.53,17.82,22.02,28.05,17.42,22.53,33.94,17.55,22.8,35.87,17.51,22.46,37.42,17.21,0
"2020-05-31 00:00:00",148,0.995,0.002,0.999,271.9,0.745,273.2,1.175,8.62,0,185.6,358.6,0.049,19.51,21.14,17.83,94.4,99.1,87.7,1006,1008,1004,20.51,25.89,17.61,19.37,21.39,17.25,19.96,25.3,17.4,20.37,26.61,17.34,19.95,26.99,17.07,0
"2020-06-01 00:00:00",149,6.934,4.279,3.132,984,693.8,424.7,1.021,5.204,0,175.6,358.6,0.098,25.36,31.76,19.47,70.84,97.9,43.29,1006,1008,1004,33.14,59.41,18.84,26.74,37.33,19.34,32.45,58.5,18.19,34.46,63.92,17.95,34.49,67.28,17.24,8.29
"2020-06-02 00:00:00",150,5.996,2.962,3.45,1247,674.1,611.2,1.383,7.547,0,168.8,357.8,0.123,27.58,32.85,23.59,64.49,87.6,38.11,1005,1007,1003,33.17,60.39,22.49,28.67,36.73,23.5,33.19,59.97,22.47,34.37,63.62,22.13,34.7,67.68,20.71,5.454
"2020-06-03 00:00:00",151,4.903,1.507,3.702,1106,624.5,648.1,1.43,6.026,0,189,357.4,0.123,27.46,31.49,23.32,68.21,82.4,56.64,1001,1005,999,32.37,57.54,21.7,28.37,35.24,23.12,31.9,56.16,21.49,32.68,61.43,21.35,32.73,65.35,20.28,4.316
"2020-06-04 00:00:00",152,1.342,0.032,1.328,490.3,399.7,362.4,1.115,5.985,0,199.8,358.5,0.123,24.45,26.38,23.04,90.5,96.6,73.94,999,1000,998,25.18,35.39,22.62,24.23,28.34,22.8,24.91,34.39,22.65,25.07,35.84,22.67,24.59,37.78,21.65,0.072
"2020-06-05 00:00:00",153,2.006,0.042,1.975,999,473.5,574.4,1.046,5.533,0,207.5,358.7,0.074,24.9,27.13,23.52,87.5,95.6,69.93,1000,1002,998,26.31,40.11,22.31,25.03,29.65,23.04,26.05,39.49,22.25,26.08,39.64,22.19,26.16,44.35,21.18,0.07
"2020-06-06 00:00:00",154,3.49,0.835,2.754,1138,661.6,638.6,1.358,10.01,0,199.9,358.7,0.074,24.92,31.9,21.82,86.9,97.8,59.23,1000,1001,998,28.88,55.97,22.06,25.64,35.19,21.53,28.42,56.08,21.68,27.86,52.01,21.78,28.95,64.2,21.14,1.93
"2020-06-07 00:00:00",155,2.194,0.097,2.142,726.1,446,539.9,1.596,7.999,0,148,359,0.074,22.92,26.45,20.87,87.8,99.4,66.72,1003,1005,999,24.79,38.89,20.53,23.2,29.12,20.89,24.45,37.32,20.01,24.6,39.39,20.13,24.58,45.29,18.49,0.188
"2020-06-08 00:00:00",156,6.214,2.468,4.104,1094,640.8,591.4,2.016,7.506,0,96.7,358.7,0.074,24.63,28.97,21.38,73.67,92.1,55.28,1005,1006,1003,30.3,50.51,20.25,25.88,33.75,21.12,30.06,52.56,19.57,29.33,48.89,19.75,30.75,59.04,17.37,7.123
"2020-06-09 00:00:00",157,2.782,0.034,2.776,753,335.3,621.3,2.276,7.67,0,85.1,358.6,0.074,24.9,28.63,22.5,80.2,87.5,65.43,1004,1006,1003,27.73,38.64,21.68,25.6,30.68,22.33,27.68,38.71,21.01,27.07,35.86,21.33,28.11,41.93,20.39,0.038
"2020-06-10 00:00:00",158,4.606,1.098,3.683,1110,567.8,647.8,1.723,6.273,0,117.2,358.6,0.123,27.34,32.45,23.86,73.95,88.5,53.64,1003,1005,1000,32.54,53.38,23.86,28.78,36.63,23.96,32.16,51.32,23.82,31.56,48.19,23.87,33.91,62.07,23.48,2.996
"2020-06-11 00:00:00",159,2.437,0.062,2.398,1123,384.5,741.7,1.118,7.013,0,186,358.7,0.074,26.32,30.74,24.41,90.8,99.3,69.58,1000,1002,998,29.05,48.84,23.97,26.68,34.13,24.06,28.85,47.57,24.01,28.23,42.85,24.11,29.51,55.39,23.53,0.107
"2020-06-12 00:00:00",160,2.701,0.317,2.504,989,681.1,580.1,1.01,6.273,0,196.7,358.8,0.074,26.83,29.72,24.88,91.4,99.4,76.87,1000,1001,998,29.46,41.23,24.23,27.1,32.15,24.71,29.59,40.92,24.25,28.86,40.47,24.59,29.83,48.88,23.18,0.723
"2020-06-13 00:00:00",161,6.357,4.12,3.148,1367,813,602,1.251,8.33,0,206.2,358.8,0.074,30.56,36.94,25.63,73.02,97.8,47.24,998,1000,995,36.45,63.12,24.44,31.35,39.25,25.14,35.86,60.48,24.97,33.4,50.09,24.7,36.8,70.88,23.47,7.908
"2020-06-14 00:00:00",162,5.883,3.194,3.261,1328,830,565.8,1.162,8.37,0,203.3,358.2,0.074,31.66,37.08,26.38,65.71,90.7,44.24,999,1001,998,36.7,62.65,25.24,32.55,40.36,26.52,36.26,61.04,25.13,32.56,43.98,25.72,38.03,70.9,23.64,6.411
"2020-06-15 00:00:00",163,4.067,1.599,2.893,1150,721.8,515.4,1.278,11.62,0,194.3,358.1,0.074,29.31,36.4,26.18,75.5,87.6,51.6,1003,1006,1000,33.12,61.14,25.18,30.42,40.5,26.29,32.5,59.27,25.16,30.1,40.19,26.17,33.43,70.48,23.67,4.189
"2020-06-16 00:00:00",164,2.787,0.726,2.341,840,697.5,438.5,1.379,9.52,0,199.1,358.3,0.074,28.35,33.13,25.63,80.8,92.1,61.48,1003,1004,1002,31.16,50.64,24.82,29.2,35.34,25.69,30.88,52.13,24.77,28.81,34.48,25.52,30.82,55.77,23.62,1.245
"2020-06-17 00:00:00",165,3.831,0.251,3.632,1129,277.6,853,1.95,12.6,0,156,358.7,0.074,27.74,32.04,25.36,87.7,97.5,70.54,1001,1003,998,31.74,52.35,25.17,28.86,37.16,25.08,31.59,51.59,25.06,28.72,36.14,25.55,32.34,58.24,24.38,0.648
"2020-06-18 00:00:00",166,7.111,4.909,2.963,1120,818,477.7,1.639,9.64,0,197.4,358.8,0.074,31.69,37.9,25.22,65.72,98.3,40.16,997,1000,995,38.12,59.85,25.14,32.64,41.46,25.41,37.49,57.92,25.27,32.27,39.66,25.36,38.74,66.06,24.68,9.7
"2020-06-19 00:00:00",167,4.725,2.522,3.017,1415,789.3,645.7,2.176,11.86,0,189.4,358.2,0.074,29.23,35.17,22.02,65.51,92,46.7,997,1002,995,33.32,55.39,22.09,30.08,39.3,21.56,32.52,55.05,21.53,32.5,57.65,21.55,32.88,62.7,20.91,5.554
"2020-06-20 00:00:00",168,1.393,0.004,1.401,350.2,4.098,351.8,1.31,8.12,0,167.3,358.4,0.074,22.38,24.68,20.8,86.5,93.8,70.81,1004,1006,1001,24.21,32.88,21.01,22.28,26.71,20.61,23.36,31.61,20.51,23.61,33.53,20.54,23.21,36.06,20.08,0
"2020-06-21 00:00:00",169,1.039,0.001,1.043,272.2,0.745,273.6,1.475,6.725,0,116.6,358.8,0.074,20.69,22.09,19.37,92.8,96.4,87.8,1004,1005,1002,21.92,25.47,20.56,20.38,21.95,19.11,21.14,24.59,19.98,21.26,25.32,19.89,20.65,24.9,19.42,0
"2020-06-22 00:00:00",170,0.674,0.002,0.676,219.6,1.49,221.5,0.859,3.519,0,186.1,359.1,0.074,21.52,22.36,20.29,96.2,99.1,89.7,1000,1002,998,22.48,26.27,20.91,21.35,22.54,19.98,21.95,25.77,20.12,21.96,26.58,20.01,21.63,25.96,19.51,0
"2020-06-23 00:00:00",171,1.209,0.005,1.215,365.4,3.725,365.2,1.137,5.451,0,186,359.2,0.074,23.11,24.82,21.14,94.9,99.4,88.2,1000,1001,999,24.58,32.71,21.37,23.17,25.69,21.09,24.31,31.93,21.18,24.54,32.91,21.15,24.62,35.33,20.85,0
"2020-06-24 00:00:00",172,3.101,0.133,3.037,579.9,222.1,511,1.072,4.218,0,191.5,359.1,0.074,27.4,32.72,23.59,86.8,97.6,70.81,998,1000,996,30.93,44.24,23.02,28.22,34.42,23.22,30.5,43.33,22.94,30.85,43.61,22.92,31.86,49.2,22.11,0.221
"2020-06-25 00:00:00",173,1.015,0.005,1.02,464.7,44.7,432.5,0.923,4.177,0,202.2,359,0.074,25.28,27.95,23.86,92.2,97.5,84.6,999,1000,997,26.03,31.01,24.2,25.44,27.39,23.87,25.95,31.17,24.15,25.96,30,24.21,25.8,32.58,23.66,0
"2020-06-26 00:00:00",174,1.42,0.103,1.405,352.8,301.8,296.5,0.879,4.875,0,181.2,359.2,0.123,24.04,25.77,22.5,93.9,99.4,83.8,1000,1002,998,25.17,31.73,22.71,24.01,27.27,22.28,24.84,31.25,22.48,24.85,31.02,22.48,24.85,36.01,21.1,0.371
"2020-06-27 00:00:00",175,6.027,3.883,2.988,1202,765.7,499.5,1.241,8.37,0,157.8,359.2,0.123,27.93,34.15,23.11,80.4,98.1,55.42,1000,1001,999,34.25,60.49,22.36,29.44,39.58,22.47,33.67,59.16,22,33.3,57.31,22.04,35.27,69.41,20.66,7.631
"2020-06-28 00:00:00",176,2.035,0.186,1.956,696.6,573,468.7,0.873,4.464,0,205.3,358.8,0.074,27.11,29.45,25.63,89.5,97.4,81.9,999,1001,998,28.31,38.85,25.04,27.22,31.16,24.89,28.08,37.12,25.18,28.19,36.11,25.07,28.3,42.65,23.96,0.468
"2020-06-29 00:00:00",177,4.731,0.947,3.862,1177,755.8,653.1,1.27,7.876,0,157.9,359,0.074,29.38,35.51,25.77,81.1,97.2,50.78,999,1001,996,33.35,58.47,24.96,30.76,41.81,25.17,34.3,58.08,25.11,33.61,53.69,25.22,35.98,68.11,24.38,2.459
"2020-06-30 00:00:00",178,1.576,0.005,1.585,359.3,32.79,330,1.631,9.44,0,196.3,358.8,0.074,28.09,31.15,23.59,80.9,97,60.59,995,997,994,28.84,36.15,23.52,28.21,33.08,23.18,28.95,37.11,23.4,28.47,34.65,23.47,28.86,39.77,23.05,0
"2020-07-01 00:00:00",179,4.405,1.167,3.676,1125,596.1,689.3,1.283,4.917,0,130.6,359,0.074,26.75,31.36,22.77,77.22,97.8,58.69,998,1000,996,31.46,55.21,22.57,27.93,37.3,22.12,30.98,54.38,21.8,30.33,48.52,21.88,32.78,65.99,20.75,3.038
"2020-07-02 00:00:00",180,3.764,1.096,2.912,917,470.6,689.6,2.305,8.49,0,124.9,358.6,0.074,26.77,30.4,25.02,80.4,92.2,61.68,1000,1003,999,30.2,49.41,24.07,27.52,34.28,24.85,30.35,49.55,24.11,29.61,46.21,24.22,30.41,54.3,22.42,3.087
"2020-07-03 00:00:00",181,2.174,0.013,2.184,626.5,82,556.8,1.434,7.752,0,159.7,358.8,0.074,26.07,30.06,23.04,84.8,98.7,66.45,1001,1002,1000,28.25,42.16,22.87,26.61,34.09,22.7,27.94,40.95,22.81,27.58,38.08,22.85,28.3,46.84,22.39,0
"2020-07-04 00:00:00",182,2.554,0.191,2.442,1000,605.1,575.2,1.28,7.382,0,203.8,359.1,0.123,26.24,28.9,23.45,88.7,99.4,76.12,1001,1004,999,28.46,42.64,23.23,26.75,34.49,23.15,28.17,41.39,23.18,27.65,37.28,23.36,28.41,46.15,22.64,0.471
"2020-07-05 00:00:00",183,1.03,0.005,1.036,476.4,32.04,478.9,1.353,4.752,0,122.6,358.9,0.074,24.86,26.31,23.86,87.1,96.8,77.35,1003,1004,1001,25.81,33.9,23.6,24.88,28.27,23.35,25.62,33.58,23.53,25.57,33.79,23.63,25.61,36.6,23.08,0
"2020-07-06 00:00:00",184,1.203,0.005,1.207,309.2,43.59,311,0.743,3.396,0,195.8,359.1,0.123,25.71,27.54,23.73,94.1,99.4,87.4,998,1001,996,26.71,33.62,23.52,25.76,28.85,23.26,26.38,33.68,23.31,26.42,32.63,23.36,26.38,36.71,22.71,0
"2020-07-07 00:00:00",185,0.731,0.002,0.733,165.9,0.373,167.3,0.813,3.889,0,181.4,359.3,0.074,26.14,27.34,24.95,97.3,99.4,90,997,999,995,26.04,28.07,24.82,25.73,26.88,25.01,26.06,28.69,24.91,26.12,28.3,25.07,25.83,29.76,24.41,0
"2020-07-08 00:00:00",186,3.494,0.434,3.247,1106,515.2,697.4,1.731,8.29,0,208,359.4,0.123,26.94,30.27,24.54,83.3,98.3,70.81,1000,1002,997,30.2,48.19,23.39,27.66,34.79,23.71,29.86,47.03,23.28,28.48,38.86,23.72,30.39,52.01,22.17,1.084
"2020-07-09 00:00:00",187,3.142,0.05,3.125,1074,415.8,686.5,1.208,7.218,0,195.7,359,0.123,26.48,29.45,24.07,85.4,95.5,73.94,998,1001,996,29.56,44.42,23.66,27.25,34.22,23.43,29.24,44.3,23.55,28.53,42.93,23.8,29.9,49.81,23.11,0.06
"2020-07-10 00:00:00",188,3.439,0.315,3.176,1337,820,612.2,1.307,7.629,0,208.5,359,0.074,27.03,31.08,25.22,87.3,98.3,67.4,994,996,992,31.06,58.69,24.09,28.28,36.14,24.83,30.67,56.55,24.08,31.75,63.19,24,31.95,70.81,23.26,0.647
"2020-07-11 00:00:00",189,1.033,0.002,1.035,280.7,1.118,281.4,1.366,6.93,0,180.4,359.3,0.074,25.23,26.31,24.54,96.7,99.4,92.1,998,1000,995,25.77,30.04,24.37,25.05,26.89,24.34,25.6,29.53,24.23,25.95,32.52,24.15,25.39,30.45,23.53,0
"2020-07-12 00:00:00",190,3.325,0.172,3.227,681.5,148.3,538.9,1.116,5.944,0,164.7,359.4,0.074,27.86,32.17,24.61,88.3,99.4,72.17,1000,1001,999,31.62,47.79,24.51,28.88,35.62,24.4,31.19,47.09,24.35,32.31,51.71,24.22,32.36,53.49,23.82,0.078
"2020-07-13 00:00:00",191,6.633,4.084,3.145,1167,810,408.6,1.437,10.18,0,207.2,359,0.074,31.91,38.03,26.18,68.15,97,41.11,999,1001,997,37.64,61.72,24.86,33.21,43.01,25.67,37.15,60.05,24.99,37.98,62.98,24.88,38.53,66.15,23.88,8.3
"2020-07-14 00:00:00",192,4.699,1.48,3.727,1237,647.6,717.5,2.059,8.53,0,167.4,358.6,0.074,28.7,34.08,24.82,75.5,90.9,55.21,1000,1003,998,32.68,52.12,25.28,30.25,44.11,24.78,32.58,54.11,24.88,34.17,61.38,24.72,32.65,58.56,24.5,3.355
"2020-07-15 00:00:00",193,1.983,0.006,2,622,29.06,604.1,1.65,7.136,0,170.7,358.6,0.123,25.57,28.15,24.41,79.11,85.5,66.93,1003,1004,1002,28,41.25,24.55,26.37,32.6,24.43,27.66,39.7,24.43,28.5,43.58,24.27,28.24,46.54,23.6,0
"2020-07-16 00:00:00",194,0.611,0.002,0.613,219.9,1.49,220.8,1.4,10.26,0,198.5,359,0.123,22.67,24.88,21.14,93,98.1,84.7,1001,1002,1000,23.57,26.55,21.5,22.65,25.36,20.77,22.97,25.83,21.01,23.14,26.4,20.95,22.62,26.33,20.54,0
